,Unnamed: 0,Address,Ambitious_Instruction,Collaborative_Teachers,Effective_Leaders,Involved_Families,Supportive_Environment,latitude,longitude
491,Paul Revere Elementary School,"1010 E 72nd St, Chicago, IL 60619",50,47,53,57,30,41.7645147,-87.6003856
492,Paul Robeson High School,"6835 S Normal Blvd, Chicago, IL 60621",92,82,62,77,77,41.7701442,-87.63606670000001
493,Peace & Education Coalition HS,"4946 S Paulina St, Chicago, IL 60609",74,80,62,37,61,41.8035258,-87.66762969999999
494,Percy L Julian High School,"10330 S Elizabeth St, Chicago, IL 60643",98,86,62,78,69,41.7061464,-87.6542595
495,Perkins Bass Elementary School,"1140 W 66th St, Chicago, IL 60621",95,79,65,71,86,41.77485410000001,-87.6536429
496,Perspectives - High School of Technology,"8131 S May St., Chicago, IL 60620",70,58,47,43,52,41.7458355,-87.6520244
497,Perspectives - Leadership Academy,"8131 South May Street, Chicago, IL 60620",69,62,55,44,49,41.7458355,-87.6520244
498,Perspectives - Math and Science Academy,"3663 S. Wabash Avenue, Chicago, IL 60653",64,53,52,60,36,41.8282209,-87.62442
499,Perspectives - Rodney D. Joslin,"1930 S Archer Ave, Chicago, IL 60616",66,37,33,44,50,41.8563899,-87.62827159999999
500,Peter A Reinberg Elementary School,"3425 N Major Ave, Chicago, IL 60634",67,37,37,47,49,41.94260209999999,-87.7690709
501,Peter Cooper Elementary Dual Language Academy,"1624 W 19th St, Chicago, IL 60608",-1,70,58,71,-1,41.8562138,-87.6672033
502,Philip Rogers Elementary School,"7345 N Washtenaw Ave, Chicago, IL 60645",77,83,81,86,53,42.01547710000001,-87.696399
503,Phillip D Armour Elementary School,"950 W 33rd Pl, Chicago, IL 60608",74,69,64,87,46,41.8340245,-87.6500203
504,Phillip Murray Elementary Language Academy,"5335 S Kenwood Ave, Chicago, IL 60615",70,32,35,53,37,41.7983269,-87.5927315
505,Phoebe Apperson Hearst Elementary School,"4640 S Lamon Ave, Chicago, IL 60638",53,26,22,38,45,41.8084651,-87.7461148
506,Phoenix Military Academy High School,"145 S Campbell Ave, Chicago, IL 60612",92,81,66,94,68,41.8790171,-87.6883891
507,Pilsen Elementary Community Academy,"1420 W 17th St, Chicago, IL 60608",63,62,54,59,50,41.85908149999999,-87.6631622
508,Plato Learning Academy,"5545 W Harrison St, Chicago, IL 60644",62,53,49,61,32,41.8724755,-87.7636102
509,Polaris Charter Academy,"620 N Sawyer Ave, Chicago, IL 60624",91,81,66,65,79,41.8922837,-87.7080979
510,Portage Park Elementary School,"5330 W Berteau Ave, Chicago, IL 60641",78,74,62,81,63,41.9572419,-87.7611112
511,Providence Englewood Charter School,"6515 S Ashland Ave, Chicago, IL 60636",52,40,50,33,33,41.7751327,-87.6636126
512,Pulaski International School of Chicago,"2230 W Mclean Ave, Chicago, IL 60647",68,55,54,79,55,41.9188445,-87.683846
513,Rachel Carson Elementary School,"5516 S Maplewood Ave, Chicago, IL 60629",34,32,28,55,14,41.793589,-87.6884697
514,Ralph H Metcalfe Elementary Community Academy,"12339 S Normal Ave, Chicago, IL 60628",79,70,57,53,53,41.6693936,-87.6339848
515,Ravenswood Elementary School,"4332 N Paulina St, Chicago, IL 60613",87,85,67,85,57,41.9611161,-87.67144359999999
516,Ray Graham Training Center High School,"2347 S Wabash Ave, Chicago, IL 60616",90,78,81,86,65,41.8496341,-87.6250974
517,Richard Edwards Elementary School,"4815 S Karlov Ave, Chicago, IL 60632",89,64,51,71,68,41.8050333,-87.7255732
518,Richard Henry Lee Elementary School,"6448 S Tripp Ave, Chicago, IL 60629",86,91,77,90,68,41.7753177,-87.72915139999999
519,Richard J Daley Elementary Academy,"5024 S Wolcott Ave, Chicago, IL 60609",38,42,32,47,19,41.8023435,-87.67252220000002
520,Richard J Oglesby Elementary School,"7646 S Green St, Chicago, IL 60620",50,21,25,28,26,41.7547288,-87.646012
521,Richard T Crane Medical Preparatory HS,"2245 W Jackson Blvd, Chicago, IL 60612",88,51,41,58,58,41.876853,-87.683244
522,Richard Yates Elementary School,"1839 N Richmond St, Chicago, IL 60647",43,34,28,51,40,41.9148991,-87.6996329
523,Roald Amundsen High School,"5110 N Damen Ave, Chicago, IL 60625",79,70,55,74,62,41.9750696,-87.6800719
524,Robert A Black Magnet Elementary School,"9101 S Euclid Ave, Chicago, IL 60619",97,85,68,88,99,41.72961,-87.57647800000001
525,Robert Fulton Elementary School,"5300 S Hermitage Ave, Chicago, IL 60609",82,65,59,50,44,41.7971405,-87.6686699
526,Robert Healy Elementary School,"3010 S Parnell Ave, Chicago, IL 60616",57,72,69,76,37,41.8393403,-87.6405385
527,Robert J. Richardson Middle School,"6018 S Karlov Ave, Chicago, IL 60629",73,63,70,66,38,41.78355699999999,-87.72647099999999
528,Robert L Grimes Elementary School,"5450 W 64th Pl, Chicago, IL 60638",66,65,60,56,52,41.7756568,-87.7583815
529,Robert Lindblom Math & Science Academy HS,"6130 S Wolcott Ave, Chicago, IL 60636",89,61,51,86,69,41.7820653,-87.67213699999999
530,Robert Nathaniel Dett Elementary School,"2131 W Monroe St, Chicago, IL 60612",77,30,39,32,82,41.8797104,-87.6804568
531,Roberto Clemente Community Academy High School,"1147 N Western Ave, Chicago, IL 60622",55,40,44,50,37,41.9026513,-87.6861165
532,Rodolfo Lozano Bilingual & International Ctr ES,"1501 N Greenview Ave, Chicago, IL 60642",71,61,43,59,48,41.9091257,-87.66493539999999
533,Roger C Sullivan High School,"6631 N Bosworth Ave, Chicago, IL 60626",65,70,58,62,63,42.0028084,-87.6689166
534,Ronald Brown Elementary Community Academy,"12607 S Union Ave, Chicago, IL 60628",92,66,52,59,85,41.6648631,-87.6386967
535,Ronald E McNair Elementary School,"4820 W Walton St, Chicago, IL 60651",91,67,61,54,71,41.8980114,-87.74688069999999
536,Rosario Castellanos Elementary School,"2524 S Central Park Ave, Chicago, IL 60623",67,46,48,36,42,41.84557969999999,-87.7151751
537,Roswell B Mason Elementary School,"4217 W 18th St, Chicago, IL 60623",95,79,74,84,91,41.8564727,-87.7306133
538,Rowe Elementary Charter School,"1424 N Cleaver St, Chicago, IL 60622",40,34,26,50,23,41.907846,-87.6646609
539,Rudyard Kipling Elementary School,"9351 S Lowe Ave, Chicago, IL 60620",59,64,47,54,39,41.7237047,-87.6390588
540,Rueben Salazar Elementary Bilingual Center,"160 W Wendell St, Chicago, IL 60610",65,67,67,65,43,41.9015925,-87.633792
541,Rufus M Hitch Elementary School,"5625 N Mcvicker Ave, Chicago, IL 60646",75,70,59,71,55,41.9840532,-87.7784855
542,STEM Magnet Academy,"1522 W Fillmore St, Chicago, IL 60607",74,88,80,93,50,41.8686567,-87.6648546
543,Salmon P Chase Elementary School,"2021 N Point St, Chicago, IL 60647",97,83,74,83,96,41.9181631,-87.6943465
544,Sarah E. Goode STEM Academy,"7651 S Homan Ave, Chicago, IL 60652",59,35,33,38,47,41.75385259999999,-87.706639
545,Sauganash Elementary School,"6040 N Kilpatrick Ave, Chicago, IL 60646",91,82,76,92,81,41.9912474,-87.7465663
546,Scott Joplin Elementary School,"7931 S Honore St, Chicago, IL 60620",99,76,72,75,86,41.7494853,-87.66908699999999
547,Sharon Christa McAuliffe Elementary School,"1841 N Springfield Ave, Chicago, IL 60647",65,45,48,47,50,41.9145961,-87.7233479
548,Sidney Sawyer Elementary School,"5248 S Sawyer Ave, Chicago, IL 60632",66,42,34,52,47,41.7975656,-87.7053303
549,Simpson Academy HS for Young Women,"1321 S Paulina St, Chicago, IL 60608",95,56,52,38,63,41.864572,-87.6681306
550,Sir Miles Davis Magnet Elementary Academy,"6740 S Paulina St, Chicago, IL 60636",77,48,41,62,46,41.7711562,-87.6666666
551,Skinner North,"640 W Scott St, Chicago, IL 60610",59,61,58,74,49,41.9052766,-87.6452403
552,Socorro Sandoval Elementary School,"5534 S Saint Louis Ave, Chicago, IL 60629",-1,75,65,86,-1,41.793042,-87.7122524
553,South Loop Elementary School,"1212 S Plymouth Ct, Chicago, IL 60605",52,59,56,76,45,41.8666446,-87.6290483
554,South Shore Fine Arts Academy,"1415 E 70th St, Chicago, IL 60637",63,31,33,20,31,41.7674131,-87.5904757
555,Southeast Area Elementary School,"3930 E 105th St, Chicago, IL 60617",89,90,83,86,58,41.7047607,-87.52805239999999
556,Southside Occupational Academy High School,"7342 S Hoyne Ave, Chicago, IL 60636",-1,91,74,83,-1,41.7596937,-87.67622
557,Spencer Technology Academy,"214 N Lavergne Ave, Chicago, IL 60644",97,80,76,82,78,41.8850607,-87.75071899999999
558,Spry Community Links High School,"2400 S Marshall Blvd, Chicago, IL 60623",56,79,64,78,60,41.8475985,-87.69978019999999
559,Stephen Decatur Classical Elementary School,"7030 N Sacramento Ave, Chicago, IL 60645",86,75,71,97,62,42.009952,-87.705388
560,Stephen F Gale Elementary Community Academy,"1631 W Jonquil Ter, Chicago, IL 60626",72,57,35,70,42,42.0208548,-87.67129170000001
561,Stephen K Hayt Elementary School,"1518 W Granville Ave, Chicago, IL 60660",67,41,31,47,46,41.9948025,-87.6685158
562,Stephen T Mather High School,"5835 N Lincoln Ave, Chicago, IL 60659",74,53,32,46,49,41.988255,-87.7007878
563,Stone Elementary Scholastic Academy,"6239 N Leavitt St, Chicago, IL 60659",66,37,45,69,42,41.9954315,-87.6843911
564,Suder Montessori Magnet ES,"2022 W Washington Blvd, Chicago, IL 60612",50,39,38,65,13,41.8834427,-87.6772965
565,TEAM Englewood Community Academy High School,"6201 S Stewart Ave, Chicago, IL 60621",68,-1,-1,-1,50,41.7819938,-87.63429330000001
566,Talman Elementary School,"5450 S Talman Ave, Chicago, IL 60632",-1,88,71,86,-1,41.7941685,-87.6906952
567,Tarkington School of Excellence ES,"3330 W 71st St, Chicago, IL 60629",68,58,47,64,40,41.7646185,-87.70638029999999
568,Telpochcalli Elementary School,"2832 W 24th Blvd, Chicago, IL 60623",69,91,89,86,36,41.8479122,-87.6969532
569,The Montessori School of Englewood Charter,"6936 S Hermitage Ave, Chicago, IL 60636",-1,31,35,26,-1,41.7675808,-87.66786719999999
570,Theodore Herzl Elementary School,"3711 W Douglas Blvd, Chicago, IL 60623",91,64,67,70,62,41.8618541,-87.7183391
571,Theodore Roosevelt High School,"3436 W Wilson Ave, Chicago, IL 60625",64,68,56,60,50,41.9650389,-87.7144907
572,Theophilus Schmid Elementary School,"9755 S Greenwood Ave, Chicago, IL 60628",95,60,51,60,57,41.7168493,-87.59685139999999
573,Thomas A Edison Regional Gifted Center ES,"4929 N Sawyer Ave, Chicago, IL 60625",51,61,56,96,47,41.97109,-87.7094104
574,Thomas A Hendricks Elementary Community Academy,"4316 S Princeton Ave, Chicago, IL 60609",84,54,54,47,77,41.8159706,-87.6338782
575,Thomas Chalmers Specialty Elementary School,"2745 W Roosevelt Rd, Chicago, IL 60608",58,32,31,23,29,41.8660238,-87.6951235
576,Thomas Drummond Elementary School,"1845 W Cortland St, Chicago, IL 60622",70,38,51,81,59,41.9157941,-87.6745273
577,Thomas Hoyne Elementary School,"8905 S Crandon Ave, Chicago, IL 60617",88,55,47,57,46,41.7330434,-87.5674701
578,Thomas J Higgins Elementary Community Academy,"11710 S Morgan St, Chicago, IL 60643",81,56,47,50,59,41.6808757,-87.64739949999999
579,Thomas J Waters Elementary School,"4540 N Campbell Ave, Chicago, IL 60625",79,76,67,93,60,41.9641596,-87.6919274
580,Thomas Kelly High School,"4136 S California Ave, Chicago, IL 60632",61,63,56,68,45,41.8186124,-87.69511690000002
581,Turner-Drew Elementary Language Academy,"9300 S Princeton Ave, Chicago, IL 60620",81,80,67,77,48,41.7256864,-87.6304763
582,University of Chicago - Carter G. Woodson,"4444 S. Evans Avenue, Chicago, IL 60653",60,18,37,7,20,41.8140223,-87.6086873
583,University of Chicago - Donoghue,"707 E. 37th Street, Chicago, IL 60653",-1,68,66,78,-1,41.827418,-87.60822549999999
584,University of Chicago - North Kenwood/Oakland,"1119 E. 46th Street, Chicago, IL 60653",-1,30,43,59,-1,41.8110793,-87.5986539
585,University of Chicago - Woodlawn,"6300 S University Ave, Chicago, IL 60637",76,21,30,42,42,41.7804242,-87.5972999
586,Uplift Community High School,"900 W Wilson Ave, Chicago, IL 60640",58,33,11,32,53,41.96598789999999,-87.6521769
587,Urban Prep Academy for Young Men - Bronzeville,"521 E 35th St, Chicago, IL 60616",57,27,39,34,48,41.830788,-87.6134694
588,Urban Prep Academy for Young Men - Englewood,"6201 S Stewart Ave, Chicago, IL 60621",-1,39,52,56,-1,41.7819938,-87.63429330000001
589,Urban Prep Charter Academy for Young Men - West,"1326 W 14th Pl, Chicago, IL 60608",-1,91,72,96,-1,41.8626381,-87.66066359999999
590,Velma F Thomas Early Childhood Center,"3625 S Hoyne Ave, Chicago, IL 60609",-1,44,42,78,-1,41.8276292,-87.677183
591,Virgil Grissom Elementary School,"12810 S Escanaba Ave, Chicago, IL 60633",72,40,56,65,37,41.6622665,-87.5535685
592,Walt Disney Magnet Elementary School,"4140 N Marine Dr, Chicago, IL 60613",66,47,39,51,52,41.9565069,-87.6468579
593,Walter Henri Dyett High School for the Arts,"555 E 51st St, Chicago, IL 60615",92,86,71,81,65,41.8011643,-87.6123949
594,Walter L Newberry Math & Science Academy ES,"700 W Willow St, Chicago, IL 60614",90,67,58,77,66,41.9144428,-87.64632069999999
595,Walter Payton College Preparatory High School,"1034 N Wells St, Chicago, IL 60610",99,51,51,86,92,41.9018199,-87.6355265
596,Walter Q Gresham Elementary School,"8524 S Green St, Chicago, IL 60620",75,65,65,44,46,41.7387041,-87.64539529999999
597,Walter S Christopher Elementary School,"5042 S Artesian Ave, Chicago, IL 60632",56,50,49,49,57,41.8016594,-87.6858604
598,Washington D Smyser Elementary School,"4310 N Melvina Ave, Chicago, IL 60634",59,60,64,67,36,41.95932,-87.7824401
599,Washington Irving Elementary School,"749 S Oakley Blvd, Chicago, IL 60612",62,30,34,46,39,41.8717744,-87.6829987
600,Wells Community Academy High School,"936 N Ashland Ave, Chicago, IL 60622",74,67,39,67,60,41.89933509999999,-87.6677931
601,Wendell E Green Elementary School,"1150 W 96th St, Chicago, IL 60643",75,56,62,55,47,41.7195658,-87.65248679999999
602,Wendell Phillips Academy High School,"244 E Pershing Rd, Chicago, IL 60653",85,61,57,41,58,41.8243586,-87.61980059999999
603,Wendell Smith Elementary School,"744 E 103rd St, Chicago, IL 60628",77,44,47,45,76,41.7080209,-87.6054463
604,West Park Elementary Academy,"1425 N Tripp Ave, Chicago, IL 60651",55,38,32,54,26,41.90686350000001,-87.7321137
605,West Ridge Elementary School,"6700 N Whipple St, Chicago, IL 60645",71,53,51,59,56,42.0028264,-87.7060939
606,Whitney M Young Magnet High School,"211 S Laflin St, Chicago, IL 60607",91,64,57,93,79,41.8781343,-87.66381659999999
607,Wildwood IB World Magnet School,"6950 N Hiawatha Ave, Chicago, IL 60646",67,61,49,97,50,42.0072254,-87.778526
608,Willa Cather Elementary School,"2908 W Washington Blvd, Chicago, IL 60612",58,67,51,63,28,41.8832678,-87.6993249
609,William B Ogden Elementary School,"24 W Walton St, Chicago, IL 60610",-1,34,31,72,-1,41.9002924,-87.6290504
610,William Bishop Owen Scholastic Academy ES,"8247 S Christiana Ave, Chicago, IL 60652",77,66,71,82,38,41.7429064,-87.7053688
611,William C Reavis Math & Science Specialty ES,"834 E 50th St, Chicago, IL 60615",96,82,76,81,87,41.8043913,-87.6054481
612,William C. Goudy Technology Academy,"5120 N Winthrop Ave, Chicago, IL 60640",76,74,67,66,48,41.9755578,-87.6580341
613,William E B Dubois Elementary School,"330 E 133rd St, Chicago, IL 60827",75,51,60,43,43,41.6540398,-87.6142411
614,William E Dever Elementary School,"3436 N Osceola Ave, Chicago, IL 60634",82,78,73,75,36,41.9425567,-87.81359049999999
615,William F Finkl Elementary School,"2332 S Western Ave, Chicago, IL 60608",93,74,53,85,64,41.8496608,-87.6866984
616,William G Hibbard Elementary School,"3244 W Ainslie St, Chicago, IL 60625",70,68,58,69,51,41.970866,-87.7103849
617,William H Brown Elementary School,"54 N Hermitage Ave, Chicago, IL 60612",70,19,30,21,57,41.8829751,-87.671251
618,William H Prescott Elementary School,"1632 W Wrightwood Ave, Chicago, IL 60614",61,66,67,81,74,41.9291691,-87.66928759999999
619,William H Ray Elementary School,"5631 S Kimbark Ave, Chicago, IL 60637",68,66,63,76,36,41.7918873,-87.5944835
620,William H Ryder Math & Science Specialty ES,"8716 S Wallace St, Chicago, IL 60620",87,66,59,72,93,41.7353191,-87.6395362
621,William H Seward Communication Arts Academy ES,"4600 S Hermitage Ave, Chicago, IL 60609",59,53,42,35,52,41.8100399,-87.66897499999999
622,William Howard Taft High School,"6530 W Bryn Mawr Ave, Chicago, IL 60631",70,55,41,58,51,41.98454110000001,-87.7917807
623,William J Bogan High School,"3939 W 79th St, Chicago, IL 60652",60,65,50,62,51,41.748772,-87.7208789
624,William J Onahan Elementary School,"6634 W Raven St, Chicago, IL 60631",69,62,56,75,46,41.9940608,-87.792853
625,William Jones College Preparatory High School,"700 S State St, Chicago, IL 60605",96,55,43,89,85,41.8729828,-87.6279698
626,William K New Sullivan Elementary School,"8331 S Mackinaw Ave, Chicago, IL 60617",94,62,58,62,78,41.7440209,-87.5425987
627,William P Gray Elementary School,"3730 N Laramie Ave, Chicago, IL 60641",79,89,71,79,53,41.9490944,-87.75741289999999
628,William P Nixon Elementary School,"2121 N Keeler Ave, Chicago, IL 60639",80,69,66,60,49,41.9195512,-87.7310365
629,William Penn Elementary School,"1616 S Avers Ave, Chicago, IL 60623",98,64,48,79,53,41.8581248,-87.7219563
630,William Rainey Harper High School,"6520 S Wood St, Chicago, IL 60636",62,71,47,53,53,41.7749477,-87.66974859999999
631,William T Sherman Elementary School,"1000 W 52nd St, Chicago, IL 60609",99,74,73,58,98,41.8000327,-87.65048279999999
632,William W Carter Elementary School,"5740 S Michigan Ave, Chicago, IL 60637",69,82,71,56,33,41.7897491,-87.6234436
633,Wilma Rudolph Elementary Learning Center,"1628 W Washington Blvd, Chicago, IL 60612",-1,31,40,44,-1,41.8837244,-87.6680542
634,Wolfgang A Mozart Elementary School,"2200 N Hamlin Ave, Chicago, IL 60647",63,45,34,53,46,41.9213165,-87.7224078
635,Woodlawn Community Elementary School,"6657 S Kimbark Ave, Chicago, IL 60637",99,73,61,74,71,41.773523,-87.594026
636,World Language Academy High School,"3120 S Kostner Ave, Chicago, IL 60623",80,62,56,61,65,41.8354286,-87.73565289999999
637,"YCCS - ASPIRA,Antonia Pantoja Alternative HS","3121 N Pulaski Rd, Chicago, IL 60641",72,-1,-1,-1,69,41.9379315,-87.72677089999999
638,YCCS - Academy of Scholastic Achievement HS,"4651 W Madison St, Chicago, IL 60644",63,-1,-1,-1,63,41.8801219,-87.74215339999999
639,YCCS - Association House HS,"1116 N Kedzie, 4th Floor Ave, Chicago, IL 60651",41,82,72,24,44,41.9016102,-87.7075243
640,YCCS - Austin Career Education Center HS,"5352 W Chicago Ave, Chicago, IL 60651",99,-1,-1,-1,71,41.8951675,-87.7602654
641,YCCS - CCA Academy HS,"1231 S Pulaski Rd, Chicago, IL 60623",76,-1,-1,-1,56,41.8650712,-87.7247771
642,YCCS - Chatham AcademyHS,"9035 S Langley Ave, Chicago, IL 60619",76,38,46,55,76,41.7300176,-87.6067883
643,YCCS - Dr. Pedro Albizu Campos Puerto Rican HS,"2739 W Division St, Chicago, IL 60622",67,23,29,25,57,41.9026974,-87.6959754
644,YCCS - Innovations HS of Arts Integration,"17 N State St, Chicago, IL 60602",47,45,48,18,47,41.8827005,-87.62739169999999
645,YCCS - Jane Addams Alternative HS,"1814 S Union Ave, Chicago, IL 60616",99,99,98,99,92,41.8570071,-87.64512619999999
646,YCCS - Latino Youth Alternative HS,"2001 S California Ave, Chicago, IL 60608",-1,51,61,-1,-1,41.8546526,-87.6953253
647,YCCS - McKinley Lakeside Leadership HS,"2920 S Wabash Ave, Chicago, IL 60616",57,18,7,-1,49,41.841592,-87.6255022
648,YCCS - Olive Harvey Middle College HS,"10001 S Woodlawn Ave, Chicago, IL 60628",68,58,55,-1,48,41.7105412,-87.5920383
649,YCCS - Sullivan House Alternative HS,"8164 S South Chicago Ave, Chicago, IL 60617",89,59,67,48,60,41.7460295,-87.57874269999999
650,YCCS - Truman Middle College HS,"1145 W Wilson Ave, Chicago, IL 60640",62,48,45,32,64,41.96473659999999,-87.6589635
651,YCCS - West Town Acad Alternative HS,"500 N Sacramento Blvd, Chicago, IL 60612",-1,59,50,25,-1,41.8910124,-87.70263609999999
652,YCCS - Westside Holistic Leadership Acad HS,"4909 W Division St, Chicago, IL 60651",74,-1,-1,-1,66,41.9019651,-87.74922749999999
653,YCCS - Youth Connection Leadership Acad HS,"3424 S State St, Chicago, IL 60616",39,52,57,-1,39,41.8323371,-87.62726119999999
654,Young Women's Leadership Charter School,"2641 S Calumet Ave, Chicago, IL 60616",91,61,60,57,57,41.8444336,-87.6184451
